"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","activations","fourier_features","method","mlp_type","n_domain","n_fourier_features","n_hidden","n_iters","net_type","num_domain","rank","seed","sigma","elapsed_time_s","final_loss","iterations_per_sec","l2_relative_error","mean_pde_residual"
"rare-sweep-68","","finished","-","","","2025-09-30T20:35:08.000Z","249","hnu0e21f","tanh","true","","modified-mlp","150**2","128","3","20000","SPINN","22500","32","3","10","241.634578704834","0.000008011455975065473","413.8480532711913","0.010246774779413662","0.004017458762973547"
"efficient-sweep-67","","finished","-","","","2025-09-30T20:31:01.000Z","242","hnu0e21f","tanh","true","","modified-mlp","150**2","128","3","20000","SPINN","22500","32","2","10","234.2105009555817","0.000024782393666100688","426.96633836654973","0.01895118833758369","0.004356652032583952"
"frosty-sweep-66","","finished","-","","","2025-09-30T20:26:49.000Z","251","hnu0e21f","tanh","true","","modified-mlp","150**2","128","3","20000","SPINN","22500","32","1","10","242.20060324668884","0.000002419050133539713","412.88088741111386","0.0009601672074854004","0.001398640451952815"
"worthy-sweep-65","","finished","-","","","2025-09-30T20:22:48.000Z","238","hnu0e21f","tanh","true","","modified-mlp","150**2","128","3","20000","SPINN","22500","32","0","10","229.7331509590149","0.000002180136334573035","435.28763516520223","0.0016292895101446493","0.0013123664539307356"
"wise-sweep-64","","finished","-","","","2025-09-30T20:18:36.000Z","248","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","64","3","10","240.97203087806705","0.0000013404913943304564","622.4788804469208","0.003347105796218941","0.001210485235787928"
"twilight-sweep-63","","finished","-","","","2025-09-30T20:14:08.000Z","266","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","64","2","10","258.36677742004395","0.0000025247536541428417","580.570000128674","0.001547522210045262","0.0013810453237965703"
"fresh-sweep-62","","finished","-","","","2025-09-30T20:10:07.000Z","237","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","64","1","10","229.1750214099884","0.0000019799676920229103","654.5215926113245","0.002948515146865866","0.0013770346995443106"
"revived-sweep-61","","finished","-","","","2025-09-30T20:06:05.000Z","240","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","64","0","10","231.5742256641388","0.0000017693462268653093","647.7404796229391","0.002677381755908669","0.0011099909897893667"
"likely-sweep-60","","finished","-","","","2025-09-30T20:02:03.000Z","240","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","32","3","10","232.53962326049805","0.000003199821321686614","645.0513589762094","0.001695519343066571","0.0014953733189031482"
"astral-sweep-59","","finished","-","","","2025-09-30T19:57:41.000Z","257","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","32","2","10","250.00448274612427","0.0000027015182695322437","599.9892416022104","0.0027971044755350167","0.0016560791991651058"
"fresh-sweep-58","","finished","-","","","2025-09-30T19:53:40.000Z","237","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","32","1","10","229.83774709701535","0.0000020588970528478967","652.6343122249821","0.0029054474497508336","0.001183304120786488"
"snowy-sweep-57","","finished","-","","","2025-09-30T19:49:38.000Z","236","hnu0e21f","tanh","true","","mlp","200**2","256","3","30000","SPINN","22500","32","0","10","228.23779106140137","0.0000022036874725017697","657.2093048326359","0.00303063132363479","0.0013448875397443771"
"elated-sweep-56","","finished","-","","","2025-09-30T19:46:49.000Z","164","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","64","3","10","156.9489667415619","0.0000029418572466966","637.1497823535454","0.004811159375489821","0.0013617253862321377"
"vocal-sweep-55","","finished","-","","","2025-09-30T19:43:38.000Z","186","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","64","2","10","178.55421042442322","0.0000036590536183211952","560.0540013159033","0.006115475534507086","0.0016894424334168434"
"brisk-sweep-54","","finished","-","","","2025-09-30T19:40:28.000Z","185","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","64","1","10","177.65157222747803","0.000004577204890665598","562.8996059317319","0.00685629029005986","0.0016534816240891814"
"solar-sweep-53","","finished","-","","","2025-09-30T19:37:34.000Z","172","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","64","0","10","164.80463933944702","0.00000394408380088862","606.7790348670384","0.011875221523166337","0.0016016135923564434"
"winter-sweep-52","","finished","-","","","2025-09-30T19:34:29.000Z","183","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","32","3","10","176.27182698249817","0.0000027738763037632452","567.3056308080864","0.0027640065341496055","0.0015128626255318522"
"smooth-sweep-51","","finished","-","","","2025-09-30T19:31:24.000Z","183","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","32","2","10","176.08306670188904","0.000005021652668801835","567.9137799735242","0.00355676059444394","0.0018361465772613883"
"dulcet-sweep-50","","finished","-","","","2025-09-30T19:28:13.000Z","188","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","32","1","10","180.53382968902588","0.000003588182380553917","553.9128049975594","0.005432241291108117","0.0015594421420246365"
"vivid-sweep-49","","finished","-","","","2025-09-30T19:25:08.000Z","179","hnu0e21f","tanh","true","","mlp","200**2","256","3","20000","SPINN","22500","32","0","10","171.38896369934082","0.000002549531700424268","583.4681407807859","0.00278763540046499","0.0013522057561203835"
"pious-sweep-48","","finished","-","","","2025-09-30T19:20:30.000Z","273","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","64","3","10","264.7530038356781","0.000002785693368423381","566.5658097428015","0.005933551816794662","0.0014755375450477004"
"breezy-sweep-47","","finished","-","","","2025-09-30T19:16:34.000Z","234","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","64","2","10","226.77999830245972","0.00000132105992634024","661.4339938390107","0.001044406475272238","0.000941939710173756"
"royal-sweep-46","","finished","-","","","2025-09-30T19:12:22.000Z","246","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","64","1","10","238.2740340232849","0.0000013129667877365137","629.5272609744019","0.00040645073291650904","0.0011666616192087531"
"sage-sweep-45","","finished","-","","","2025-09-30T19:08:16.000Z","243","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","64","0","10","236.03787422180176","0.0000021239138732198626","635.4912341696779","0.004087333887420605","0.0012727759312838316"
"zesty-sweep-44","","finished","-","","","2025-09-30T19:04:24.000Z","226","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","32","3","10","219.2059245109558","0.0000024243004190793727","684.288074488165","0.0042382315910609696","0.0012215969618409872"
"solar-sweep-43","","finished","-","","","2025-09-30T18:59:31.000Z","289","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","32","2","10","281.14072823524475","0.000003385440550118801","533.5406255136658","0.006543571200116795","0.0015028847847133877"
"super-sweep-42","","finished","-","","","2025-09-30T18:54:54.000Z","274","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","32","1","10","266.5425922870636","0.00000258265140473668","562.761841223678","0.0024587081976797714","0.0014607347548007963"
"playful-sweep-41","","finished","-","","","2025-09-30T18:50:37.000Z","255","hnu0e21f","tanh","true","","mlp","200**2","128","3","30000","SPINN","22500","32","0","10","248.77386355400083","0.0000031378594940179028","602.9572313469329","0.004200362825776992","0.0013429074315354228"
"swept-sweep-40","","finished","-","","","2025-09-30T18:47:21.000Z","194","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","64","3","10","186.28095388412476","0.00000318595334647398","536.8235341021743","0.00468199597337962","0.0014536111848428843"
"pleasant-sweep-39","","finished","-","","","2025-09-30T18:44:01.000Z","195","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","64","2","10","188.2626585960388","0.0000037462968975887634","531.1727813988497","0.007412953020734481","0.0014943797141313553"
"dazzling-sweep-38","","finished","-","","","2025-09-30T18:40:35.000Z","200","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","64","1","10","192.16613459587097","0.000004749038907903014","520.383054018867","0.008479496967939707","0.0017055744538083673"
"twilight-sweep-37","","finished","-","","","2025-09-30T18:37:35.000Z","179","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","64","0","10","170.99734687805176","0.000005855872132087825","584.8043950723743","0.012495745479669447","0.0018239144701510668"
"sandy-sweep-36","","finished","-","","","2025-09-30T18:34:05.000Z","206","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","32","3","10","199.15329933166504","0.000005145611794432625","502.1257510449899","0.007714329300183677","0.0018130745738744736"
"summer-sweep-35","","finished","-","","","2025-09-30T18:30:49.000Z","190","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","32","2","10","182.8626263141632","0.000007995072337507736","546.8586009926224","0.007860128972601263","0.002215213840827346"
"fancy-sweep-34","","finished","-","","","2025-09-30T18:27:44.000Z","182","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","32","1","10","174.87065529823303","0.00000412948338635033","571.8512338702859","0.006758999476947378","0.0015563025372102857"
"major-sweep-33","","finished","-","","","2025-09-30T18:24:34.000Z","184","hnu0e21f","tanh","true","","mlp","200**2","128","3","20000","SPINN","22500","32","0","10","176.57730984687805","0.0000035602774914877955","566.3241788354159","0.003753600460682262","0.0016078962944447994"
"electric-sweep-32","","finished","-","","","2025-09-30T18:20:07.000Z","265","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","64","3","10","258.4211413860321","0.000001819595354390913","580.4478658188747","0.0013248744738633812","0.001325842342339456"
"tough-sweep-31","","finished","-","","","2025-09-30T18:15:39.000Z","265","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","64","2","10","257.0950999259949","0.0000018019680965153384","583.4416915887455","0.0027333029863446136","0.0013142647221684456"
"frosty-sweep-30","","finished","-","","","2025-09-30T18:11:22.000Z","252","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","64","1","10","244.0950338840485","0.0000015234667216645903","614.5147552295306","0.003051625065507831","0.001058484078384936"
"clean-sweep-29","","finished","-","","","2025-09-30T18:06:40.000Z","280","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","64","0","10","272.7369532585144","0.00000168966005276161","549.9804782882579","0.0032880952906890375","0.0011309245601296425"
"sleek-sweep-28","","finished","-","","","2025-09-30T18:01:57.000Z","281","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","32","3","10","273.63332748413086","0.000002704686039578519","548.1788398333866","0.007632423159524856","0.001468682079575956"
"bumbling-sweep-27","","finished","-","","","2025-09-30T17:57:24.000Z","271","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","32","2","10","262.9397437572479","0.000002320091880392283","570.472907049318","0.0019167217968949057","0.001269450644031167"
"fanciful-sweep-26","","finished","-","","","2025-09-30T17:53:02.000Z","259","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","32","1","10","251.3463487625122","0.0000025443127924518194","596.7860712459739","0.006788649852995728","0.001500247628428042"
"trim-sweep-25","","finished","-","","","2025-09-30T17:48:24.000Z","273","hnu0e21f","tanh","true","","mlp","150**2","256","3","30000","SPINN","22500","32","0","10","265.4183175563812","0.0000023058335045789136","565.1456213760996","0.004363484572521673","0.001532325288280845"
"summer-sweep-24","","finished","-","","","2025-09-30T17:45:29.000Z","171","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","64","3","10","163.15945076942444","0.0000026936957056022948","612.8973806201343","0.005722735198883758","0.0015617820899933577"
"zany-sweep-23","","finished","-","","","2025-09-30T17:42:08.000Z","197","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","64","2","10","189.31141543388367","0.0000031939430300553795","528.230163885308","0.004423124713619447","0.0017045524436980486"
"electric-sweep-22","","finished","-","","","2025-09-30T17:39:08.000Z","178","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","64","1","10","170.68302202224731","0.0000023845348096074304","585.8813537234284","0.003830543614710361","0.0013028885005041957"
"valiant-sweep-21","","finished","-","","","2025-09-30T17:36:03.000Z","181","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","64","0","10","173.087867975235","0.000002838521595549537","577.741243044878","0.0033393322486063794","0.0013916706666350365"
"sweet-sweep-20","","finished","-","","","2025-09-30T17:32:43.000Z","194","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","32","3","10","187.00985765457153","0.000004427919066074537","534.7311700793408","0.008525718343414597","0.0016622222028672695"
"dazzling-sweep-19","","finished","-","","","2025-09-30T17:29:18.000Z","194","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","32","2","10","187.68438172340393","0.000004301422904973151","532.8093849991897","0.006312065498124984","0.0017728969687595963"
"youthful-sweep-18","","finished","-","","","2025-09-30T17:25:52.000Z","203","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","32","1","10","195.74145340919495","0.0000034202541883132653","510.8779885829871","0.0048005110421137","0.0015581307234242558"
"giddy-sweep-17","","finished","-","","","2025-09-30T17:22:37.000Z","191","hnu0e21f","tanh","true","","mlp","150**2","256","3","20000","SPINN","22500","32","0","10","183.89876699447632","0.0000029175610052334378","543.777436000991","0.0034698402590327736","0.0017067702719941735"
"firm-sweep-16","","finished","-","","","2025-09-30T17:17:23.000Z","313","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","64","3","10","305.2691237926483","0.000002552784508225159","491.3697072812589","0.004858807027213491","0.0013339429860934615"
"hardy-sweep-15","","finished","-","","","2025-09-30T17:13:01.000Z","258","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","64","2","10","250.5294852256775","0.000002209686499554664","598.7319211743867","0.0033121326073179166","0.0015262876404449344"
"valiant-sweep-14","","finished","-","","","2025-09-30T17:08:59.000Z","240","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","64","1","10","232.84196662902832","0.0000021959976947982796","644.2137651198638","0.0030912698181641","0.001473753014579415"
"radiant-sweep-13","","finished","-","","","2025-09-30T17:04:32.000Z","265","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","64","0","10","258.1194107532501","0.0000017684230897430098","581.1263847312625","0.0030282831214849424","0.001300666481256485"
"polished-sweep-12","","finished","-","","","2025-09-30T16:59:44.000Z","282","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","32","3","10","274.75481820106506","0.000002470753997840802","545.941290428","0.0026244272950978528","0.0012615779414772987"
"swift-sweep-11","","finished","-","","","2025-09-30T16:55:11.000Z","268","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","32","2","10","261.170592546463","0.0000032819398256833665","574.3372503675527","0.0026148244043429293","0.0014604718890041113"
"earthy-sweep-10","","finished","-","","","2025-09-30T16:50:39.000Z","270","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","32","1","10","263.045040845871","0.0000025671038201835472","570.244546400292","0.004375883277007421","0.0013589061563834548"
"quiet-sweep-9","","finished","-","","","2025-09-30T16:45:05.000Z","329","hnu0e21f","tanh","true","","mlp","150**2","128","3","30000","SPINN","22500","32","0","10","321.99454283714294","0.0000034349970974290045","465.84640434687856","0.007525743487091612","0.001448149560019374"
"spring-sweep-8","","finished","-","","","2025-09-30T16:41:49.000Z","191","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","64","3","10","183.2172691822052","0.000005147589945408981","545.8000790337749","0.007231750765448413","0.001735995407216251"
"lyric-sweep-7","","finished","-","","","2025-09-30T16:39:04.000Z","160","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","64","2","10","152.47086453437805","0.0000040323325265489984","655.8630090108311","0.005826906185364804","0.0015688042622059584"
"vital-sweep-6","","finished","-","","","2025-09-30T16:36:14.000Z","168","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","64","1","10","159.67269229888916","0.0000024513578864571173","626.2811665554643","0.003861282550943615","0.0012396015226840973"
"helpful-sweep-5","","finished","-","","","2025-09-30T16:33:04.000Z","186","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","64","0","10","178.31786155700684","0.000003973797447542893","560.7963169075509","0.007125137810115756","0.0015382134588435292"
"pretty-sweep-4","","finished","-","","","2025-09-30T16:29:59.000Z","183","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","32","3","10","175.13991498947144","0.00000434660114478902","570.9720711353064","0.010686924674086216","0.0016111632576212287"
"kind-sweep-3","","finished","-","","","2025-09-30T16:27:04.000Z","170","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","32","2","10","162.65918397903442","0.000003336390818731161","614.7823784293008","0.007061053924013495","0.0014796631876379251"
"rural-sweep-2","","finished","-","","","2025-09-30T16:23:59.000Z","179","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","32","1","10","171.3521270751953","0.000003952055067202309","583.5935725275035","0.006689487159756992","0.0016299885464832189"
"wise-sweep-1","","finished","-","","","2025-09-30T16:20:54.000Z","182","hnu0e21f","tanh","true","","mlp","150**2","128","3","20000","SPINN","22500","32","0","10","175.19495606422424","0.0000056477692851331085","570.7926885939643","0.011914266433513863","0.0018194533186033368"
